Geneid	mock1	mock2	cov1	cov2
PART1	13	15	13	19
DEPDC1B	1443	1648	664	699
ELOVL7	478	478	207	287
ERCC8	844	877	477	527
NDUFAF2	543	630	284	338
SMIM15	1462	1916	915	1106
CTC-436P18.1	3	4	2	1
ZSWIM6	802	908	604	665
C5orf64	0	0	2	1
LOC101928651	0	0	1	2
LOC100506526	0	0	1	1
KIF2A	4733	5006	2628	2903
DIMT1	1009	1084	688	699
IPO11	2150	2390	1318	1517
IPO11-LRRC70	0	0	0	0
LRRC70	75	89	36	20
HTR1A	0	0	0	0
RNF180	19	29	9	9
RGS7BP	10	15	6	6
FAM159B	23	19	12	15
SREK1IP1	2264	2674	1367	1498
CWC27	1667	1829	881	910
ADAMTS6	321	299	156	163
CENPK	1725	2057	629	767
PPWD1	2511	2580	1149	1156
TRIM23	1913	2154	783	769
TRAPPC13	1811	1818	895	927
SGTB	1292	1625	831	1005
NLN	2671	3032	1438	1632
ERBB2IP	5333	5407	2887	3286
LOC100303749	31	28	9	16
SREK1	3671	3788	2269	2621
LOC101928769	0	1	0	0
MAST4	369	380	203	217
LOC101928794	14	22	12	11
CD180	0	0	1	2
LOC101928858	5	1	0	1
LOC102467655	1	0	0	0
PIK3R1	723	714	584	700
LOC101928885	2	6	2	3
SLC30A5	3109	3428	1218	1386
CCNB1	5203	5599	3283	3313
CENPH	2058	2467	905	1019
MRPS36	725	928	455	448
CDK7	703	831	361	406
CCDC125	800	804	418	506
AK6	1018	1153	462	527
TAF9	2179	2463	1045	1129
RAD17	2622	3076	1022	1120
MARVELD2	140	143	96	110
OCLN	518	497	340	401
GTF2H2B	25	28	16	26
GTF2H2C	6	9	3	5
GTF2H2C_2	3	0	0	1
LOC100272216	5	3	2	2
GUSBP3	8	6	2	1
SMA4	10	9	6	1
SERF1A	0	0	0	0
SERF1B	0	0	0	0
SMN2	0	0	0	0
SMN1	0	0	0	0
GTF2H2	3	0	0	0
SMA5	0	0	1	0
LOC441081	4	3	0	0
GUSBP9	0	0	0	0
NAIP	12	9	10	9
LOC647859	8	6	2	6
PMCHL2	1	1	1	0
BDP1	8031	8037	4906	5311
MCCC2	1158	1283	938	1028
CARTPT	0	0	0	0
MAP1B	7526	7459	3096	3777
MIR4803	2	0	1	0
MRPS27	2573	2542	1537	1591
PTCD2	550	703	225	212
ZNF366	1	0	1	0
LOC102503427	0	0	0	0
LOC102477328	3	0	0	1
TNPO1	12688	14322	6292	7033
MIR4804	2	1	0	4
FCHO2	953	1091	593	672
TMEM171	92	91	36	36
TMEM174	0	0	0	1
FOXD1	364	373	219	238
LINC01386	0	1	1	1
BTF3	12227	12979	4521	4872
ANKRA2	877	921	305	262
UTP15	1187	1432	1130	1144
ARHGEF28	182	190	137	142
LINC01335	0	0	0	0
LINC01333	0	0	0	0
LINC01331	0	0	0	0
ENC1	159	180	130	149
HEXB	2322	2603	1092	1162
GFM2	2810	3093	1282	1426
NSA2	3139	3617	1427	1556
FAM169A	2979	3365	1554	1719
GCNT4	58	63	25	22
LINC01336	4	1	0	1
ANKRD31	74	52	37	53
HMGCR	4133	4335	2211	2415
COL4A3BP	1191	1298	707	803
POLK	1535	1667	743	831
ANKDD1B	10	11	12	6
POC5	826	934	352	362
SV2C	24	24	14	16
IQGAP2	1225	1188	869	974
F2RL2	25	15	11	12
NCRUPAR	1	0	0	1
F2R	546	529	340	376
F2RL1	399	403	273	247
S100Z	0	4	0	4
CRHBP	1	1	0	1
AGGF1	2073	2377	1235	1366
ZBED3	119	98	30	28
SNORA47	9	15	2	5
ZBED3-AS1	114	90	37	46
PDE8B	143	141	67	95
WDR41	3020	3506	1321	1398
OTP	3	8	7	4
TBCA	2216	2501	954	1110
LOC101929154	1	0	3	0
AP3B1	2042	2100	1632	1648
SCAMP1-AS1	170	171	60	71
SCAMP1	3178	4183	1472	1801
LHFPL2	590	566	423	445
ARSB	205	239	254	318
DMGDH	34	33	5	9
BHMT2	8	6	0	0
BHMT	19	17	1	3
JMY	2128	2312	936	1135
HOMER1	1393	1483	817	1030
PAPD4	1762	1963	949	1122
CMYA5	103	103	127	116
LINC01455	0	1	0	0
MTX3	2400	2862	1328	1443
THBS4	35	48	18	9
CTD-2201I18.1	4	3	6	3
SERINC5	696	699	369	386
LOC644936	3	4	3	9
SPZ1	0	0	0	0
CRSP8P	59	58	52	56
ZFYVE16	3094	3420	1811	1963
FAM151B	102	101	37	48
ANKRD34B	163	129	83	108
LINC01337	12	20	9	3
DHFR	1743	1754	1071	1123
MTRNR2L2	2	0	0	3
MSH3	1470	1551	896	931
RASGRF2-AS1	6	0	0	0
RASGRF2	215	241	159	167
CKMT2	93	80	33	39
CKMT2-AS1	340	390	144	136
ZCCHC9	1445	1688	595	662
ACOT12	2	5	6	5
SSBP2	539	632	183	198
ATG10	200	195	64	94
RPS23	22002	23835	7748	8002
ATP6AP1L	327	406	65	75
MIR3977	0	0	0	0
LINC01338	0	0	0	3
TMEM167A	2734	3331	1384	1627
SCARNA18	16	13	8	16
XRCC4	458	545	236	271
VCAN	5723	5341	3751	3812
HAPLN1	0	0	3	1
EDIL3	486	463	133	185
NBPF22P	0	0	0	0
COX7C	7455	8525	2982	3360
MIR3607	23	22	9	12
LOC100505878	0	0	0	0
MIR4280	0	0	0	0
LOC101929380	0	0	1	0
LOC55338	3	2	4	1
RASA1	2102	2178	1152	1237
LOC644285	450	409	208	246
CCNH	2347	2340	944	916
TMEM161B	1327	1479	656	754
TMEM161B-AS1	440	504	128	159
LOC102546226	19	13	11	10
LINC00461	130	139	42	61
MIR9-2	0	0	0	0
MEF2C	553	523	367	409
MEF2C-AS1	45	59	10	14
MIR3660	0	0	0	0
LINC01339	9	7	1	4
CETN3	1293	1626	628	662
LOC731157	16	29	13	14
MBLAC2	421	455	221	242
POLR3G	589	716	433	555
LYSMD3	2719	3196	995	1252
ADGRV1	2619	2274	1438	1554
LUCAT1	0	0	0	0
ARRDC3	801	1234	627	655
ARRDC3-AS1	149	181	98	86
NR2F1-AS1	463	410	173	234
NR2F1	955	837	578	734
FAM172A	833	881	421	491
MIR2277	0	0	0	0
POU5F2	18	14	6	9
KIAA0825	51	43	37	49
SLF1	1906	2050	1097	1215
MCTP1	183	210	103	123
FAM81B	2	4	8	2
TTC37	8460	8599	3520	3693
ARSK	394	411	208	272
GPR150	0	0	0	0
RFESD	136	148	35	55
SPATA9	36	42	9	12
RHOBTB3	1745	1957	1068	1232
GLRX	610	599	214	244
LINC01554	2	3	3	2
ELL2	934	1106	477	582
LOC101929710	0	1	2	1
MIR583	2	0	1	1
PCSK1	15	21	5	5
CAST	4060	4369	1877	2133
ERAP1	543	527	269	270
ERAP2	98	68	91	80
LNPEP	1103	1167	571	693
LIX1	5	3	7	3
RIOK2	1638	1836	852	883
LINC01340	1	0	0	0
RGMB	936	845	561	650
RGMB-AS1	83	59	44	35
CHD1	9536	9711	5130	5764
LOC100289230	165	209	61	69
CTD-2151A2.1	0	0	0	0
LOC100133050	1	1	1	0
FAM174A	201	268	81	75
ST8SIA4	128	127	82	91
MIR548P	0	0	0	0
SLCO4C1	196	172	99	111
SLCO6A1	119	101	49	57
LINC00492	6	15	5	10
LINC00491	232	231	99	96
PAM	2037	1933	933	999
GIN1	409	484	147	144
PPIP5K2	2369	2575	1234	1347
C5orf30	563	666	376	388
LOC102467212	7	2	4	4
NUDT12	1433	1707	522	629
RAB9BP1	1	0	2	2
LOC102467213	0	0	0	0
EFNA5	712	765	419	570
FBXL17	265	294	171	194
LINC01023	23	15	5	4
FER	1396	1404	1060	1227
PJA2	6989	8164	2255	2470
MAN2A1	2556	2588	1113	1315
LOC100289673	1	2	2	1
TMEM232	27	22	16	22
SLC25A46	2132	2548	1268	1413
TSLP	156	151	64	57
WDR36	3724	3941	2583	2750
CAMK4	204	206	99	133
STARD4	1175	1306	528	554
STARD4-AS1	138	114	64	72
NREP	455	462	230	244
NREP-AS1	0	0	1	0
EPB41L4A-AS1	1676	1715	383	348
SNORA13	29	25	21	17
EPB41L4A	594	553	304	339
LOC101927023	7	3	6	2
EPB41L4A-AS2	5	6	6	6
LOC102467214	1	0	0	0
LOC102467216	0	0	0	0
APC	4487	4092	2714	3039
SRP19	1664	2023	771	944
REEP5	1935	2215	1189	1416
DCP2	6989	7942	4946	5406
MCC	975	989	482	616
TSSK1B	7	2	4	3
YTHDC2	3075	3075	1845	1954
KCNN2	31	27	9	15
LOC101927078	2	3	2	2
TRIM36	361	407	228	233
PGGT1B	1002	1232	469	558
CCDC112	1120	1208	397	431
FEM1C	1180	1337	721	762
TMED7-TICAM2	0	0	0	0
TICAM2	5	3	3	1
LOC101927100	28	36	25	25
TMED7	2529	3673	1189	1515
LOC102467217	0	0	0	0
CDO1	89	104	53	56
ATG12	1802	2110	767	869
AP3S1	1615	1880	637	653
LVRN	38	38	12	20
ARL14EPL	0	0	5	0
COMMD10	400	437	195	260
LOC101927190	8	5	3	7
SEMA6A	852	854	457	486
SEMA6A-AS1	47	40	12	7
LOC102467223	0	1	0	0
LINC00992	2	0	0	0
LOC102467224	0	0	0	0
HNCAT21	1	1	0	0
HRAT56	1	1	0	0
LOC102467225	0	0	0	1
DTWD2	416	514	230	331
DMXL1	3471	3313	1769	1981
MIR5706	2	0	0	2
TNFAIP8	421	519	214	234
HSD17B4	4142	4311	2338	2507
FAM170A	0	0	0	0
PRR16	40	40	13	13
LOC102467226	0	1	0	1
FTMT	0	0	0	0
SRFBP1	856	951	642	710
LOX	566	568	193	246
ZNF474	10	4	25	13
LOC100505841	1	0	0	1
SNCAIP	168	139	58	57
MGC32805	4	2	1	1
LOC101927379	0	1	0	0
SNX2	3877	4103	1594	1574
SNX24	608	659	220	236
PPIC	775	849	373	452
PRDM6	255	276	142	162
CEP120	2111	2102	853	900
CSNK1G3	3016	3185	1573	1857
LINC01170	0	0	0	1
ZNF608	1067	1018	724	762
LOC101927421	0	0	0	0
LOC101927460	1	0	1	0
LOC102546228	0	0	0	0
LOC101927488	0	0	0	0
GRAMD3	4	10	5	0
ALDH7A1	2409	2619	975	979
PHAX	1534	1489	945	1022
TEX43	2	1	5	4
LMNB1	3879	4082	2664	2973
03-Mar	150	130	74	102
C5orf63	584	530	225	198
MEGF10	75	40	39	40
PRRC1	4347	5069	1569	1651
CTXN3	1	0	1	0
LINC01184	304	304	125	157
SLC12A2	1793	1858	1173	1386
FBN2	2868	2841	2085	2327
SLC27A6	112	102	41	49
ISOC1	1416	1492	724	902
MIR4633	0	0	0	1
MIR4460	0	0	0	0
ADAMTS19-AS1	16	18	8	7
ADAMTS19	310	266	146	160
KIAA1024L	1	0	2	3
CHSY3	147	148	100	95
HINT1	6079	6882	2793	3033
LYRM7	1049	1263	557	740
CDC42SE2	1051	1174	581	663
RAPGEF6	2963	2926	1846	1953
FNIP1	1807	1778	1016	1188
MEIKIN	0	0	1	1
ACSL6	253	300	130	117
IL3	0	0	0	0
CSF2	0	0	0	0
P4HA2-AS1	18	27	5	6
P4HA2	568	587	205	255
MIR6830	0	0	1	0
PDLIM4	62	61	17	44
SLC22A4	38	34	16	7
LOC553103	31	22	11	7
MIR3936	8	4	1	2
SLC22A5	412	437	257	256
C5orf56	14	18	9	7
IRF1	102	89	69	75
IL5	2	4	4	2
RAD50	4285	4307	2208	2370
TH2LCRR	15	15	4	9
IL13	2	0	3	0
IL4	2	0	0	2
KIF3A	2689	2684	1194	1402
CCNI2	31	21	16	23
08-Sep	3193	3282	1835	1899
SOWAHA	130	159	88	132
SHROOM1	116	105	64	72
GDF9	44	29	18	13
UQCRQ	1900	2068	1112	1212
LEAP2	45	33	32	30
AFF4	6399	6637	4080	4467
ZCCHC10	596	707	348	343
HSPA4	7097	7390	7198	7700
FSTL4	28	40	21	16
MIR1289-2	0	0	2	0
WSPAR	0	1	0	0
C5orf15	2379	2581	1249	1584
VDAC1	3108	3307	2270	2479
TCF7	226	243	170	196
SKP1	2393	2614	1264	1334
PPP2CA	3371	3738	2065	2387
MIR3661	0	0	0	0
CDKL3	146	170	70	73
UBE2B	617	743	325	359
CDKN2AIPNL	437	530	294	295
LOC102546229	0	0	1	2
LOC101927934	0	0	0	1
JADE2	131	134	135	162
SAR1B	2459	2646	1228	1455
SEC24A	1878	1791	1061	1206
CAMLG	3394	3525	964	987
DDX46	4634	4697	3432	3825
C5orf24	2109	2534	1215	1539
TXNDC15	941	987	445	507
PCBD2	90	86	34	47
MIR4461	4	1	1	2
CATSPER3	27	21	13	13
PITX1	282	286	241	271
C5orf66	171	147	113	127
C5orf66-AS1	0	0	2	1
C5orf66-AS2	2	5	0	4
H2AFY	2365	2419	1934	1989
DCANP1	0	0	0	1
TIFAB	0	0	0	0
NEUROG1	0	1	0	0
CXCL14	0	0	0	0
LOC340074	1	1	2	0
MIR5692C1	0	0	0	0
SLC25A48	9	12	7	3
IL9	0	1	0	0
FBXL21	218	211	64	99
LECT2	19	11	6	9
TGFBI	7	3	2	3
VTRNA2-1	0	0	0	0
SMAD5-AS1	51	58	35	47
SMAD5	4685	5324	2871	3405
LOC389332	16	12	7	9
TRPC7	2	1	4	2
SPOCK1	47	47	30	35
KLHL3	186	214	105	107
MIR874	0	1	4	2
HNRNPA0	2802	3112	1868	2120
NPY6R	40	64	7	13
MYOT	90	94	36	28
PKD2L2	27	42	9	15
FAM13B	1487	1423	840	959
WNT8A	2	2	0	3
NME5	13	28	20	23
BRD8	1976	1835	1148	1226
KIF20A	1965	1942	1136	1127
CDC23	3364	3735	1614	1633
GFRA3	7	5	8	3
CDC25C	1549	1764	444	442
FAM53C	1750	1591	874	1031
KDM3B	2373	2553	1651	1911
REEP2	485	512	291	337
EGR1	106	113	201	193
ETF1	7654	7961	4593	4969
HSPA9	14087	14862	7138	7413
SNORD63	10	12	4	8
CTNNA1	4693	4196	2643	2575
LRRTM2	104	92	61	69
SIL1	342	339	158	162
SNHG4	326	309	155	173
MATR3	14474	15620	9053	9835
SNORA74A	239	354	115	155
PAIP2	4552	4894	1886	2053
SLC23A1	36	32	27	22
MZB1	2	2	0	0
PROB1	74	57	23	31
SPATA24	105	108	45	40
DNAJC18	927	932	356	389
ECSCR	0	0	1	0
TMEM173	10	7	16	15
UBE2D2	2441	2689	1433	1611
CXXC5	67	42	66	57
LOC101929696	0	0	2	0
PSD2	12	14	9	6
NRG2	55	38	25	45
LINC01024	80	93	49	62
PURA	2230	2401	1246	1357
IGIP	442	435	150	141
LOC101929719	13	6	2	4
CYSTM1	604	797	297	296
PFDN1	1344	1488	584	599
HBEGF	110	76	84	83
SLC4A9	25	29	10	25
ANKHD1-EIF4EBP3	23	14	18	20
ANKHD1	304	364	182	263
EIF4EBP3	1	2	1	2
SRA1	612	571	287	332
APBB3	206	183	94	89
MIR6831	0	1	0	0
SLC35A4	568	575	462	516
CD14	10	1	17	22
TMCO6	294	242	113	127
NDUFA2	708	806	423	393
IK	1877	1968	964	1023
MIR3655	0	0	0	0
WDR55	319	324	240	228
DND1	82	64	33	40
HARS	1381	1348	950	966
HARS2	1059	1106	481	451
ZMAT2	1898	2182	1094	1187
VTRNA1-1	1	3	0	3
VTRNA1-2	0	1	0	0
VTRNA1-3	8	12	0	4
PCDHA1	1	1	2	1
PCDHA2	0	0	1	0
PCDHA3	0	0	0	0
PCDHA4	0	1	1	2
PCDHA5	0	0	0	0
PCDHA6	0	1	1	0
PCDHA7	0	0	0	1
PCDHA8	0	0	0	1
PCDHA9	20	18	9	4
PCDHA10	10	8	8	6
PCDHA11	6	5	5	4
PCDHA12	6	1	2	4
PCDHA13	4	1	2	2
PCDHAC1	4	0	5	4
PCDHAC2	0	0	0	0
LOC101926905	0	0	0	1
PCDHB1	0	0	1	2
PCDHB2	9	9	0	2
PCDHB3	4	2	1	2
PCDHB4	0	1	0	2
PCDHB5	1	2	1	1
PCDHB6	0	0	1	3
PCDHB17P	0	1	1	3
PCDHB7	0	1	2	1
PCDHB8	4	7	0	0
PCDHB16	5	5	5	7
PCDHB9	4	1	5	2
PCDHB10	2	0	4	1
PCDHB11	6	1	3	3
PCDHB12	3	0	7	5
PCDHB13	4	7	2	6
PCDHB14	9	8	4	4
PCDHB18P	2	1	9	7
PCDHB19P	6	4	8	12
PCDHB15	12	10	4	10
SLC25A2	12	8	3	10
TAF7	3456	3658	1556	1530
PCDHGA1	5	8	4	3
PCDHGA2	5	4	4	4
PCDHGA3	1	1	0	4
PCDHGB1	3	2	1	1
PCDHGA4	2	6	2	2
PCDHGB2	5	6	2	0
PCDHGA5	2	1	0	2
PCDHGB3	4	7	2	4
PCDHGA6	5	3	1	0
PCDHGA7	3	6	5	4
PCDHGB4	4	4	1	2
PCDHGA8	1	2	5	2
PCDHGB5	3	3	3	0
PCDHGA9	3	6	6	2
PCDHGB6	2	0	1	0
PCDHGA10	3	2	1	0
PCDHGB7	5	10	5	1
PCDHGA11	32	41	26	24
PCDHGB8P	5	6	1	3
PCDHGA12	2	3	2	3
PCDHGC3	27	25	23	20
PCDHGC4	14	14	8	6
PCDHGC5	3	4	3	0
DIAPH1	2534	2374	1932	2195
LOC100505658	48	58	26	38
HDAC3	1381	1314	829	881
RELL2	108	76	54	70
FCHSD1	227	267	104	118
ARAP3	126	99	70	59
PCDH1	52	43	31	41
LOC729080	5	4	5	3
KIAA0141	1067	1031	476	456
PCDH12	64	69	28	38
RNF14	2010	2199	978	1008
GNPDA1	774	784	827	956
NDFIP1	1884	2395	1039	1289
SPRY4	0	8	5	8
SPRY4-IT1	1	0	0	0
LOC101926941	0	1	0	0
FGF1	1	1	0	0
LOC101926975	0	0	1	0
ARHGAP26	418	413	260	295
ARHGAP26-AS1	4	2	3	1
ARHGAP26-IT1	6	2	1	2
NR3C1	1949	2067	1040	1133
MIR5197	0	0	0	0
HMHB1	1	0	0	0
YIPF5	1011	1221	523	593
KCTD16	48	42	10	14
PRELID2	1029	1136	385	441
GRXCR2	0	0	1	0
SH3RF2	38	40	14	5
PLAC8L1	7	10	11	13
LARS	11558	12090	5351	5607
RBM27	3615	3811	2600	2711
POU4F3	0	1	1	1
TCERG1	4360	4577	2917	3324
GPR151	4	8	8	4
PPP2R2B	0	1	2	1
PPP2R2B-IT1	0	0	0	0
STK32A	3	1	1	1
DPYSL3	42	38	29	25
JAKMIP2-AS1	0	0	0	1
JAKMIP2	5	3	5	2
SPINK1	0	0	1	0
SCGB3A2	0	0	0	0
C5orf46	0	0	0	0
SPINK5	24	27	16	14
SPINK14	0	0	0	0
SPINK6	0	0	0	0
LOC102546294	6	3	2	1
SPINK13	0	0	0	0
SPINK7	0	0	1	1
SPINK9	1	0	0	1
FBXO38	1287	1286	759	790
HTR4	0	0	2	1
ADRB2	83	65	50	54
SH3TC2	6	5	7	10
MIR584	0	0	0	0
LOC255187	0	0	0	0
ABLIM3	56	46	17	19
AFAP1L1	277	222	113	153
GRPEL2	4968	5722	1886	2247
PCYOX1L	410	420	141	151
IL17B	0	0	1	0
MIR143HG	0	0	0	1
MIR143	0	0	0	0
MIR145	0	0	0	2
CSNK1A1	5746	6150	2800	2785
ARHGEF37	90	106	51	66
PPARGC1B	789	748	650	827
MIR378A	0	4	2	3
PDE6A	8	15	14	14
LOC644762	107	78	39	47
SLC26A2	2574	2612	1320	1469
TIGD6	272	256	92	117
HMGXB3	1101	991	827	938
CSF1R	22	8	14	12
PDGFRB	12	22	16	13
CDX1	0	0	2	0
SLC6A7	0	0	0	1
CAMK2A	2	2	3	1
ARSI	1	1	4	0
TCOF1	3186	3199	2260	2368
CD74	15	15	18	13
RPS14	23915	25983	7483	7895
LOC102546298	7	14	4	7
NDST1	905	881	748	800
SYNPO	88	81	23	29
MYOZ3	7	8	5	8
RBM22	1509	1435	1037	1091
DCTN4	4590	4681	2026	2213
SMIM3	153	156	75	69
IRGM	3	0	1	6
ZNF300	655	718	279	306
ZNF300P1	2	1	0	1
GPX3	202	191	144	181
TNIP1	597	610	377	399
ANXA6	2868	2876	1554	1497
CCDC69	146	134	111	118
GM2A	852	821	520	612
SLC36A3	0	2	0	1
SLC36A2	1	4	1	0
SLC36A1	364	363	285	351
FAT2	49	47	31	35
MIR6499	0	0	0	0
SPARC	236	236	102	119
CTB-113P19.1	2	2	2	1
ATOX1	287	285	174	209
LOC100652758	30	31	13	16
G3BP1	4244	4556	3502	3882
GLRA1	10	6	7	8
CTB-12O2.1	5	6	3	2
NMUR2	1	1	1	0
LINC01470	0	1	0	0
GRIA1	0	1	1	0
FAM114A2	1115	1319	442	526
MFAP3	1743	1735	1190	1312
GALNT10	357	318	307	342
MIR1294	1	0	0	0
SAP30L-AS1	51	48	23	36
SAP30L	825	764	507	560
HAND1	389	357	183	184
MIR3141	0	0	0	0
MIR1303	0	0	0	0
LARP1	6917	6704	4945	5662
FAXDC2	290	308	93	108
MIR378H	0	2	0	2
CNOT8	2319	2397	1128	1184
GEMIN5	2040	2050	1686	1636
MRPL22	1666	1829	702	798
KIF4B	265	297	147	146
SGCD	0	2	5	2
PPP1R2P3	101	87	55	62
TIMD4	0	0	1	4
HAVCR1	0	4	5	1
HAVCR2	9	12	8	8
MED7	392	432	166	192
FAM71B	0	0	0	1
ITK	0	1	0	0
CYFIP2	1296	1324	971	935
FNDC9	20	27	13	14
NIPAL4	5	3	5	5
ADAM19	204	237	110	164
SOX30	10	14	9	4
C5orf52	2	1	0	0
THG1L	546	473	174	200
LSM11	1712	1884	803	846
CLINT1	2790	3015	1849	2078
LOC101927697	1	0	1	0
EBF1	64	69	40	41
LOC101927740	2	2	0	1
RNF145	1185	1172	739	827
UBLCP1	936	1148	746	829
IL12B	3	0	1	1
LOC285626	19	18	7	6
LOC285627	7	12	7	9
LOC101927766	1	1	0	1
ADRA1B	16	6	1	9
TTC1	1616	1683	785	884
PWWP2A	1336	1305	764	831
FABP6	7	3	6	2
CCNJL	58	28	57	58
C1QTNF2	5	4	3	5
ZBED8	747	896	245	243
SLU7	1865	1924	1070	1168
PTTG1	2647	2960	1214	1291
MIR3142	0	0	0	0
MIR146A	1	0	0	0
ATP10B	1	0	1	2
LOC285629	0	0	0	0
GABRB2	3	0	0	1
GABRA6	1	0	0	0
GABRA1	7	3	3	5
LINC01202	0	0	0	0
GABRG2	1	0	0	0
CCNG1	17477	20020	5992	6452
NUDCD2	941	1159	415	501
HMMR	3323	3831	1438	1531
HMMR-AS1	8	7	2	2
MAT2B	1711	2081	966	1024
LOC101927835	0	3	2	0
LOC102546299	3	3	5	2
CTB-7E3.1	0	1	0	0
TENM2	4	4	3	4
CTB-178M22.2	11	9	8	4
WWC1	548	544	399	428
RARS	5436	6063	3074	3254
FBLL1	37	37	8	6
PANK3	4719	4693	2180	2567
MIR103A1	3	1	2	5
MIR103B1	0	0	0	0
SLIT3	106	104	35	48
LOC101927969	3	8	6	8
MIR218-2	0	1	0	0
LOC728095	7	6	0	0
MIR585	0	0	0	0
SPDL1	4352	4502	2183	2221
DOCK2	3	2	3	3
FAM196B	9	6	3	7
MIR378E	0	0	0	0
FOXI1	1	0	0	0
LINC01187	0	0	0	0
C5orf58	0	2	0	0
LCP2	1	2	0	3
LINC01366	5	4	5	5
KCNIP1	3	4	2	1
KCNMB1	0	0	0	0
CTD-2270F17.1	0	0	0	0
GABRP	0	0	0	1
RANBP17	1447	1619	678	710
TLX3	8	9	7	9
MIR3912	3	0	0	0
NPM1	25632	28541	10032	10621
FGF18	17	10	13	10
SMIM23	0	0	0	0
FBXW11	4447	4663	2557	2678
STK10	498	481	293	345
EFCAB9	3	2	2	5
UBTD2	1544	1606	935	1155
LOC100288254	2	0	0	1
SH3PXD2B	924	837	600	715
NEURL1B	155	165	86	107
MIR5003	2	1	0	0
LOC101928093	0	0	1	2
DUSP1	482	573	229	272
ERGIC1	1660	1764	1050	1125
LOC100268168	36	32	11	15
RPL26L1	445	476	294	268
ATP6V0E1	1161	1335	756	731
SNORA74B	31	31	9	17
CREBRF	1966	2171	761	950
BNIP1	691	727	260	262
NKX2-5	191	211	139	157
STC2	4272	4338	1094	1188
MIR8056	0	0	0	0
LOC285593	5	13	30	17
BOD1	3740	4202	1602	1678
LINC01484	0	0	0	0
LINC01485	0	0	0	1
CPEB4	973	1001	518	688
C5orf47	1	3	1	0
HMP19	1	3	0	2
LINC01411	28	37	7	2
MSX2	253	257	140	158
MIR4634	0	1	0	0
FLJ16171	1	0	0	0
DRD1	8	5	1	1
SFXN1	4616	5184	2935	3247
HRH2	5	5	5	2
CPLX2	7	10	5	6
THOC3	612	709	344	353
LOC100996385	1	2	4	1
FAM153B	0	0	0	0
LOC100507387	0	1	0	0
LOC643201	66	52	28	28
SIMC1	973	900	575	619
KIAA1191	3688	3677	2135	2227
ARL10	1115	1113	457	490
MIR1271	2	3	1	1
NOP16	970	977	770	840
HIGD2A	1667	1495	623	633
CLTB	529	496	309	321
FAF2	4343	4135	2594	2750
RNF44	522	556	293	345
CDHR2	34	25	14	16
GPRIN1	460	483	286	314
SNCB	46	48	14	27
MIR4281	0	0	0	1
EIF4E1B	6	4	2	4
TSPAN17	427	422	314	351
LINC01574	0	0	0	0
UNC5A	20	14	6	9
HK3	1	1	1	2
UIMC1	2465	2263	1047	1150
ZNF346	985	915	603	661
FGFR4	223	231	123	128
NSD1	8149	7771	5703	6257
RAB24	927	882	317	354
PRELID1	288	294	258	242
MXD3	379	368	123	127
LMAN2	1415	1415	791	849
RGS14	136	143	92	108
SLC34A1	2	0	1	0
PFN3	0	0	1	0
F12	97	75	56	57
GRK6	1091	1096	743	746
PRR7-AS1	88	64	40	32
PRR7	80	74	50	37
DBN1	1249	1119	993	1068
PDLIM7	296	298	157	189
DOK3	21	17	38	31
DDX41	1079	993	654	728
FAM193B	939	930	386	454
TMED9	2988	2970	1186	1131
B4GALT7	183	204	146	141
LOC202181	613	568	246	284
FAM153A	1	1	3	1
LOC728554	386	396	197	217
PROP1	0	0	0	0
FAM153C	0	0	1	0
N4BP3	132	130	68	89
RMND5B	553	521	314	370
NHP2	1481	1479	1147	1186
GMCL1P1	55	59	36	43
HNRNPAB	5904	6082	4819	5411
PHYKPL	1047	1071	417	420
COL23A1	79	84	19	32
CLK4	1209	1308	440	519
ZNF354A	925	1085	367	396
AACSP1	3	0	0	1
ZNF354B	496	594	270	300
ZFP2	84	83	36	27
ZNF454	4	5	3	8
GRM6	1	0	0	0
ZNF879	222	179	81	106
ZNF354C	25	21	5	7
ADAMTS2	133	147	59	59
RUFY1	1317	1277	767	820
LOC101928445	41	50	28	21
HNRNPH1	16458	17654	8622	9860
C5orf60	0	1	0	0
CBY3	5	6	3	5
CANX	56364	62001	18624	19865
MAML1	1368	1242	972	1073
LTC4S	12	6	3	3
MGAT4B	852	738	636	591
MIR1229	1	0	0	0
SQSTM1	2090	2037	1299	1370
C5orf45	225	215	85	90
TBC1D9B	2354	2325	1384	1456
RNF130	1740	1776	749	833
MIR340	13	7	1	6
RASGEF1C	46	27	27	12
MAPK9	2375	2595	1284	1427
GFPT2	823	783	321	342
CNOT6	3643	3902	2375	2768
SCGB3A1	0	0	1	0
FLT4	690	727	351	378
OR2Y1	0	0	0	0
MGAT1	987	897	586	671
HEIH	76	88	26	26
LINC00847	57	82	28	25
ZFP62	2132	2370	939	978
BTNL8	0	0	1	2
BTNL3	1	1	0	0
BTNL9	360	353	138	198
MIR8089	0	0	0	0
OR2V1	0	3	0	0
OR2V2	0	0	0	0
LOC102577426	3	2	0	0
TRIM7	256	226	121	116
MIR4638	0	0	0	0
TRIM41	840	821	555	572
GNB2L1	76603	76898	24657	24524
SNORD96A	59	69	35	39
SNORD95	85	95	50	54
CTC-338M12.4	256	252	72	75
TRIM52	484	519	259	275
TRIM52-AS1	296	290	114	158
LINC00266-3	0	0	0	0
LOC285766	1	0	0	1
DUSP22	914	875	445	484
IRF4	4	1	12	7
